school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;14
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;13
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;0
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;10
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;0
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;18
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;11
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;12
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;0
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;15
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;11
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;12
*;*;*;U;*;A;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;18
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;13
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;15
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;no;no;*;*;*;*;*;*;*;*;*;13
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;9
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;16
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;9
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;0
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;no;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;yes;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;9
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;17
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;12
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;9
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;14
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;16
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;9
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;19
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;yes;*;*;*;*;*;*;*;*;*;0
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;16
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;0
*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;0
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;15
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;11
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;yes;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;yes;no;*;yes;yes;yes;no;*;*;*;*;*;*;*;*;*;16
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;yes;yes;no;no;*;*;*;*;*;*;*;*;*;9
*;*;*;U;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;10
*;*;*;R;*;T;*;*;*;*;*;*;*;*;*;no;no;no;*;no;yes;yes;no;*;*;*;*;*;*;*;*;*;11
